"id"	"name"	"country"	"state"	"city"	"address"	"longitude"	"latitude"	"source"	"type"	"long.qry"	"lat.qry"	"address.qry"
"4935"	NA	"Yerevan State University"	"Armenia"	""	"375049 Yerevan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	44.5460719	40.2019045	"Department of Informatics and Statistics, 77 Paruyr Sevak St, Yerevan 0069, Armenia"
"4936"	NA	"Furstin-Eugenie-Institut fur Arzneipflanzenforschung"	"Germany"	""	"Schloss Lindich"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4937"	NA	"Universidade de Sao Paulo"	"Brazil"	"São Paulo"	"13418-900 Piracicaba"	"Avenida Pádua Dias 11.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-46.7159511	-23.5634327	"Av. da Universidade - Butantã, São Paulo - SP, Brazil"
"4938"	NA	"Universidade Federal de Lavras"	"Brazil"	"Minas Gerais"	"37200-000 Lavras"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-45.0013747	-21.2484875	"Lavras, MG, Brazil"
"4939"	NA	"Seker Enstitusu"	"Turkey"	"Ankara"	"06790 Etimesgut"	"Institute for Agricultural and Technological Sugar Beet Research.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	32.499456	37.7848341	"Türkiye Seker Fabr. As. Seker Enstitüsü Deneme Ist, 42010 Meram/Konya, Turkey"
"4940"	NA	"Ecole des Sciences de Niamey"	"Niger"	""	"Niamey"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	2.1253854	13.5115963	"Niamey, Niger"
"4941"	NA	"Scottish Natural History Society"	"United Kingdom"	"Scotland"	"Edinburgh"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4942"	NA	"University of Duisburg Essen"	"Germany"	""	"D-45117 Essen"	"Universitätstrasse 5.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	7.0115552	51.4556432	"Essen, Germany"
"4943"	NA	"Anadolu University"	"Turkey"	""	"TR-6470 Eskisehir"	"Yunusemre Kampüsü, Tepebasi.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	30.5002171	39.7916176	"Yesiltepe, Anadolu Ünv., 26210 Tepebasi/Eskisehir, Turkey"
"4944"	NA	"Addis Ababa University"	"Ethiopia"	""	"Addis Ababa"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	38.7592327	9.0446947	"Addis Ababa University Football Field, Weatherall St, Addis Ababa, Ethiopia"
"4945"	NA	"Lake Forest College"	"USA"	"Illinois"	"Lake Forest"	"555 North Sheridan Road  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-121.3966572	38.5527728	"Lake Forest Dr, Sacramento, CA 95826, USA"
"4946"	NA	"Eton College Museum"	"United Kingdom"	"England"	"Eton, Buckinghamshire SL4 6DB"	"Keate's Lane  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4947"	NA	"Texas Aamp;M University"	"USA"	"Texas"	"Commerce"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-99.9018131	31.9685988	"Texas, USA"
"4948"	NA	"East Tennessee State University"	"USA"	"Tennessee"	"Johnson City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-82.3893594	36.3103633	"East Tennessee State University Innovation Lab, 2109 W Market St, Johnson City, TN 37604, USA"
"4949"	NA	"Hubei University"	"China"	"Hubei"	"Wuhan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	114.334496	30.573157	"Hubei University, Xi Er Lu, Wuchang Qu, Wuhan Shi, Hubei Sheng, China, 430062"
"4950"	NA	"The Evergreen State College"	"USA"	"Washington"	"Olympia"	"Lab I rm 1060  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-77.84205	40.802732	"Evergreen Rd, State College, PA 16801, USA"
"4951"	NA	"Everhart Museum"	"USA"	"Pennsylvania"	"Scranton"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4952"	NA	"Ewha Womans University"	"South Korea"	""	"Seoul 120-750"	"Daehyun-dong, Seodaemun-gu.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	126.945857	37.556761	"Ewha Womans University, Daeheung-dong, Seoul"
"4953"	NA	"Elizabeth Winston Mize Herbarium"	"USA"	"TX"	"Washington"	"11111 Mount Fall School Rd.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4954"	NA	"Exton Hall"	"United Kingdom"	"England"	"Exton, Leicestershire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.8990791	53.1996098	"Exton Park, Chester CH1 4AR, UK"
"4955"	NA	"University of Exeter"	"United Kingdom"	"England"	"Exeter, Devon EX4 4PS"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.4739613	50.6921394	"University Of Exeter Topsham Sports Ground, Exeter Rd, Topsham, Exeter EX3 0LY, UK"
"4956"	NA	"Universidad Nacional del Centro de la Provincia de Buenos Aires"	"Argentina"	"Buenos Aires"	"7300. Azul. Buenos Aires"	"9 de Julio 780  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4957"	NA	"Harmas de J H Fabre"	"France"	""	"F-84830 Sérignan-du-Comtat"	"Vaucluse, Route d'Orange D. 976.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	4.840308	44.188085	"Harmas Jean-Henri Fabre, 445 Route d'Orange, 84830 Sérignan-du-Comtat, France"
"4958"	NA	"Museum of Fanjingshan National Nature Reserve"	"China"	"Guizhou"	"Jiangkou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4959"	NA	"Kharazmi University"	"Iran"	""	"Tehran"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	51.423002	35.7006836	"Tehran Province, Tehran, <U+0644><U+0627><U+0644><U+0647> <U+0632><U+0627><U+0631> <U+0646><U+0648>, Dormitory of Kharazmi University, Iran"
"4960"	NA	"Longwood University"	"USA"	"Virginia"	"Farmville"	"201 High St.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.5479947	41.5195372	"Longwood Ct, Cleveland Heights, OH 44118, USA"
"4961"	NA	"Florida Atlantic University"	"USA"	"Florida"	"Davie"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.6004765	30.3135522	"Atlantic University Cir, Jacksonville, FL 32207, USA"
"4962"	NA	"Universidad de Caldas"	"Colombia"	"Caldas"	"Manizales"	"Calle 65, No. 26-10.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-76.5343899	3.3747602	"Universidad Del Valle, Cali, Valle del Cauca, Colombia"
"4963"	NA	"Albert-Ludwigs Universitat"	"Germany"	""	"D-79104 Freiburg"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	7.8557034	48.0086957	"Freiburg Botanic Garden, Schänzlestraße 1, 79104 Freiburg im Breisgau, Germany"
"4964"	NA	"Freshwater Biological Association"	"United Kingdom"	"England"	"Ambleside, Cumbria"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4965"	NA	"University of Sierra Leone, Fourah Bay College"	"Sierra Leone"	""	"Freetown"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4966"	NA	"Universidad Autonoma de Baja California Sur"	"Mexico"	"Baja California Sur"	"23080 La Paz"	"Carretera al Sur Km 5.5.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-110.3077959	24.105262	"Universidad Autónoma de Baja California Sur, La Paz, B.C.S., Mexico"
"4967"	NA	"Museum fur Naturkunde"	"Germany"	""	"W-7800 Freiburg"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4968"	NA	"Pontificia Universidade Catolica do Rio de Janeiro"	"Brazil"	"Rio de Janeiro"	"22453-900 Rio de Janeiro"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-43.2309477	-22.9791548	"Terminal da PUC - Gávea, Rio de Janeiro - RJ, Brazil"
"4969"	NA	"Universidad Nacional Autonoma de Mexico, Ciudad Universitaria"	"Mexico"	"Distrito Federal"	"04510 Mexico City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-99.1947288	19.3302081	"Ciudad Universitaria, Cd. Universitaria, Ciudad de México, CDMX, Mexico"
"4970"	NA	"Universidad de Oviedo"	"Spain"	""	"E-33006 Oviedo"	"Catedrático Rodrigo Uría.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.8818558	41.6261251	"Calle Oviedo, 50007 Zaragoza, Spain"
"4971"	NA	"Universidad Nacional de Asuncion"	"Paraguay"	""	"11001-3291 San Lorenzo"	"Ruta Mariscal Estigarribia, Campus Universitario.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-57.575926	-25.2637399	"Asuncion, Paraguay"
"4972"	NA	"Fukien Christian University"	"China"	"Fujian"	"Fuzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4973"	NA	"Guyana Forestry Commission"	"Guyana"	""	"Kingston, Georgetown"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4974"	NA	"University of Wisconsin Center"	"USA"	"Wisconsin"	"Fond du Lac"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-89.3977943	43.0762866	"University of Wisconsin: Pyle Center, 702 Langdon St, Madison, WI 53706, USA"
"4975"	NA	"Lycee Felix Esclangon, Region PACA"	"France"	""	"04100 Manosque"	"Boulevard Louis Martin-Bret  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4976"	NA	"Universita de Ferrara"	"Italy"	""	"I-44100 Ferrara"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.5995389	44.8333129	"L'Università di Ferrara, 44122 Ferrara FE, Italy"
"4977"	NA	"Universidad Nacional Autonoma de Mexico"	"Mexico"	"Distrito Federal"	"09230 Mexico City"	"Batalla 5 de mayo s.n., Colonia Ejército de Oriente  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-99.1843676	19.3188895	"University City, Mexico City, CDMX, Mexico"
"4978"	NA	"Atlantic Forestry Centre, Canadian Forest Service"	"Canada"	"New Brunswick"	"Fredericton"	"Hugh John Flemming Forestry Centre.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4979"	NA	"Florissant Fossil Beds National Monument"	"USA"	"Colorado"	"Florissant"	"15807 Terrer County Rd. 1  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-90.322614	38.789217	"Florissant, MO, USA"
"4980"	NA	"Forfar Museum and Art Gallery, Meffan Institute"	"United Kingdom"	"Scotland"	"Forfar"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.889062	56.643558	"Forfar DD8, UK"
"4981"	NA	"University of Stellenbosch"	"South Africa"	"Western Cape Province"	"Matieland 7602"	"Bosman Street, Paul Sauer Building.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	18.6264694	-33.8812733	"Stellenbosch University, Cape Town, 7530, South Africa"
"4982"	NA	"Grassland Research Institute, Chinese Academy of Agricultural Sciences"	"China"	"Inner Mongolia"	"Hohhot"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4983"	NA	"Forestry Research Institute of Nigeria"	"Nigeria"	"Oyo"	"Ibadan"	"Jericho Hill.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4984"	NA	"Divisional Forest Office"	"Sierra Leone"	""	"Bambawo via Kenema"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4985"	NA	"Fort Hays State University"	"USA"	"Kansas"	"Hays"	"3000 Sternberg Drive.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-97.3660474	32.7053781	"Hayes Hall, Fort Worth, TX 76109, USA"
"4986"	NA	"Friday Harbor Laboratories, University of Washington"	"USA"	"Washington"	"Friday Harbor"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-106.440736	31.767879	"Washington, El Paso, TX 79905, USA"
"4987"	NA	"University of Oxford"	"United Kingdom"	"England"	"Oxford OX1 3RB"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.2632365	51.7641155	"Oxford University, 3 Church Walk, Oxford OX2 6LY, UK"
"4988"	NA	"Universita degli Studi di Firenze"	"Italy"	""	"I-50144 Firenze"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.2529979	43.7985362	"Universita degli studi, Via di Santa Marta, 3, 50139 Firenze, Italy"
"4989"	NA	"Falklands Conservation"	""	""	""	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4990"	NA	"Universita di Firenze"	"Italy"	""	"I-50144 Firenze"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.2596898	43.7780735	"Universita di Firenze, VIA MATTEI E MUGNANO, 0, 55100 Firenze, Italy"
"4991"	NA	"Institut Teknologi Bandung"	"Indonesia"	"Java"	"Bandung 40132"	"Jalan Ganesa 10.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	107.6115778	-6.8887481	"Jl. G ITB, Lb. Siliwangi, Coblong, Kota Bandung, Jawa Barat 40132, Indonesia"
"4992"	NA	"Fujian Forestry College"	"China"	"Fujian"	"Nanping"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4993"	NA	"Fujian Institute of Subtropical Botany"	"China"	"Fujian"	"Xiamen 361009"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4994"	NA	"Folk Museum"	"United Kingdom"	"England"	"Folkestone, Kent CT20 1HD"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"4995"	NA	"Folkestone Natural History Society"	"United Kingdom"	"England"	"Folkestone, Kent"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	1.169456	51.081397	"Folkestone, UK"
"4996"	NA	"Fort Lewis College"	"USA"	"Colorado"	"Durango"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-105.0822651	40.5761824	"Louis R. Weber, Fort Collins, CO 80521, USA"
"4997"	NA	"Falkirk District Council Museum"	"United Kingdom"	"Scotland"	"Falkirk, Central Region"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.7826197	56.0015197	"Falkirk, UK"
"4998"	NA	"Universidade Federal de Santa Catarina"	"Brazil"	"Santa Catarina"	"88040-970 Florianópolis"	"Campus Reitor João David Ferreira Lima - Trindade  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-48.5047809	-27.5830207	"Aquicultura (CCA-UFSC) - Rod. Admar Gonzaga, 1346 - Itacorubi, Florianópolis - SC, Brazil"
"4999"	NA	"Oscar Scherer State Park"	"USA"	"Florida"	"Osprey"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5000"	NA	"Fan Memorial Institute of Biology"	"China"	"Beijing"	"Beijing"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5001"	NA	"Instituto Alexander von Humboldt"	"Colombia"	"D.C."	"Santafé de Bogotá"	"Claustro de San Agustin, Villa de Leyva, Boyacá.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5002"	NA	"North Museum of Natural History and Science"	"USA"	"Pennsylvania"	"Lancaster"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-72.5141521	42.3720612	"Beneski Earth Sciences and Natural History Museum, 11 Barrett Hill Rd, Amherst, MA 01002, USA"
"5003"	NA	"Goddard College"	"USA"	"Vermont"	"Plainfield"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-94.7081835	38.9411076	"Goddard, Overland Park, KS 66214, USA"
"5004"	NA	"Muzeum Beskyd"	"Czech Republic"	""	"738 01 Frýdek-Místek"	"Námestí Klementa Gottwalda 1264.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5005"	NA	"Fujian Academy of Traditional Chinese Medicine and Pharmacology"	"China"	"Fujian"	"Fuzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5006"	NA	"Francis Marion University"	"USA"	"South Carolina"	"Florence"	"4822 East Palmetto Street  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-86.1064385	39.7188533	"St Francis Ave, Beech Grove, IN 46107, USA"
"5007"	NA	"Fishlake National Forest"	"USA"	"Utah"	"Richfield"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-112.0832409	38.7808336	"Fishlake National Forest, 115 E 900 N, Richfield, UT 84701, USA"
"5008"	NA	"Fremont National Forest"	"USA"	"Oregon"	"Lakeview"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-120.7865662	42.5557861	"Fremont National Forest, 1301 south G street, lakeview, OR 97630, USA"
"5009"	NA	"Fries Natuurmuseum"	"Netherlands"	""	"8911 EM Leeuwarden"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	5.7970377	52.967699	"Museumstraat, 8501 Joure, Netherlands"
"5010"	NA	"South Florida Collections Management Center, Everglades National Park"	"USA"	"Florida"	"Homestead"	"Daniel Beard Center.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5011"	NA	"Fujian Normal University"	"China"	""	"Fuzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	119.3076552	26.0391279	"Fu Jian Shi Fan Da Xue Xiao Bu, Cangshan Qu, Fuzhou Shi, Fujian Sheng, China, 350000"
"5012"	NA	"Forssa Museum of Natural History"	"Finland"	""	"FIN-30101 Forssa"	"Vapaudenkatu 5 B 21.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	23.6339467	60.8146319	"Forssa, Finland"
"5013"	NA	"Universidad de Puerto Rico"	"USA"	"Puerto Rico"	"Mayagüez"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5014"	NA	"Rocky Mountain Research Station, USDA Forest Service"	"USA"	"Colorado"	"Fort Collins"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-117.0024915	46.7236716	"Usda Forest Service Rocky Mountain Research Station, Moscow, ID 83843, USA"
"5015"	NA	"Building Research Establishment"	"United Kingdom"	"England"	"Watford, Hertfordshire WD25 9XX"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.3741405	51.7006213	"Building Research Establishment, Watford WD25 9XX, UK"
"5016"	NA	"Fort Qu Appelle Herbarium"	"Canada"	"Saskatchewan"	"Fort Qu'Appelle"	"Hudson Bay Reserve Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-103.7829554	50.7680508	"Fort Qu'Appelle, SK, Canada"
"5017"	NA	"Senckenberg Forschungsinstitut und Naturmuseum"	"Germany"	"Hesse"	"D-60325 Frankfurt/Main"	"Arthur v. Weinberg-Haus, Kuhwaldstr. 55.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5018"	NA	"Institute of Forest Genetics and Tree Breeding"	"India"	"Tamil Nadu"	"Coimbatore 641 002"	"Cowley Brown Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5019"	NA	"CSIRO"	"Australia"	"Australian Capital Territory"	"Canberra"	"Banks Street, Yarralumla.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	150.5131769	-23.3228015	"C S I R O, 593-603 Yaamba Rd, Kawana QLD 4701, Australia"
"5020"	NA	"Foundation for Revitalisation of Local Health Traditions"	"India"	"Karnataka"	"Bangalore 560 064"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5021"	NA	"Palmengarten"	"Germany"	""	"D-60323 Frankfurt am Main"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	8.6582298	50.1227338	"Palmengarten, Siesmayerstraße 61, 60323 Frankfurt am Main, Germany"
"5022"	NA	"Falconer Museum"	"United Kingdom"	"Scotland"	"Forres, Moray IV36 1PH"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5023"	NA	"National Academy of Science, Kyrgyzstan"	"Kyrgyzstan"	""	"Bishkek"	"Lenin Prospect 265.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5024"	NA	"California State University"	"USA"	"California"	"Fresno"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-118.5317272	34.2445716	"Cal State Univ Northridge, Northridge, CA 91325, USA"
"5025"	NA	"Florida Southern College"	"USA"	"Florida"	"Lakeland"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.945528	28.029583	"Florida Southern College, Lakeland, FL 33803, USA"
"5026"	NA	"Rocky Mountain Forest and Range Experiment Station"	"USA"	"Arizona"	"Flagstaff"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5027"	NA	"Forest Service, USDA"	"USA"	"Georgia"	"Athens"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5028"	NA	"Centro Studi Erbario Tropicale, Universita degli Studi di Firenze"	"Italy"	""	"I-50121 Firenze"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.2558136	43.7695604	"Florence, Italy"
"5029"	NA	"Fairchild Tropical Botanic Garden"	"USA"	"Florida"	"Coral Gables"	"Herbarium address is 11935 Old Cutler Road; institutional address is 10901 Old Cutler Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-80.275786	25.6765712	"Fairchild Tropical Botanic Garden, 10901 Old Cutler Rd, Coral Gables, FL 33156, USA"
"5030"	NA	"Fuzhou Teachers College"	"China"	"Jiangxi"	"Fuzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	119.3316138	26.0753798	"Fu Zhou Shi Jin An Qu Jiao Shi Jin Xiu Xue Xiao, DongQu ShangQuan, Jinan Qu, Fuzhou Shi, Fujian Sheng, China, 350000"
"5031"	NA	"University of Central Florida"	"USA"	"Florida"	"Orlando"	"Alafaya Trail at University Boulevard.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.208892	28.585792	"University House Central Florida, 3200 N Alafaya Trail, Orlando, FL 32826, USA"
"5032"	NA	"Kyushu University"	"Japan"	"Fukouka"	"Fukuoka"	"6-10-1 Hakozaki, Higashi-ku.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5033"	NA	"Universidade Estadual de Londrina"	"Brazil"	"Paraná"	"86051-980 Londrina"	"Campus Universitário.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-51.2088133	-23.3501192	"R. Estadual do Bico do Marumbi - Esperança, Londrina - PR, Brazil"
"5034"	NA	"Furman University"	"USA"	"South Carolina"	"Greenville"	"Poinsett Highway (U.S. Highway 25 North).  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-82.4373332	34.9180561	"Timmons Arena, 3300 Poinsett Hwy, Greenville, SC 29617, USA"
"5035"	NA	"Firat Universitesi"	"Turkey"	""	"23169 Elâzig"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	39.1952162	38.6786487	"Üniversite, Firat Ünv., 23200 Elâzig Merkez/Elâzig, Turkey"
"5036"	NA	"Fukui Botanical Garden"	"Japan"	"Echizen-cho, Nyu-gun,"	"Echizen"	"Asahi17-3-1  "	NA	NA	"grbioorg"	"biodiversityinstitution"	136.2194938	36.0640669	"Fukui, Fukui Prefecture, Japan"
"5037"	NA	"Verein fur Naturkunde in Osthessen"	"Germany"	""	"D-36005 Fulda"	"Universitätsstrasse 2.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5038"	NA	"Ferdowsi University"	"Iran"	""	"Mashhad 91779-48974"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	59.539777	36.3104028	"Ferdowsi University, Mashhad, Razavi Khorasan Province, Iran"
"5039"	NA	"Universidade Regional de Blumenau"	"Brazil"	"Santa Catarina"	"89012-900 Blumenau"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-49.0717331	-26.9165792	"Blumenau, SC, Brazil"
"5040"	NA	"Fudan University"	"China"	"Shanghai"	"Shanghai 200433"	"Handan Lu 220.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	121.5014465	31.2985307	"Fu Dan Da Xue, WuJiaoChang, Yangpu Qu, Shanghai Shi, China"
"5041"	NA	"Flathead Valley Community College"	"USA"	"Montana"	"Kalispell"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5042"	NA	"Texas Christian University"	"USA"	"Texas"	"Fort Worth"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-97.7394653	30.2813754	"University Ave Church of Christ, 1903 University Ave, Austin, TX 78705, USA"
"5043"	NA	"Fort Worth Museum of Science and History"	"USA"	"Texas"	"Fort Worth"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-97.3307658	32.7554883	"Fort Worth, TX, USA"
"5044"	NA	"Fairmont State University"	"USA"	"West Virginia"	"Fairmont"	"1201 Locust Avenue.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-80.158852	39.483972	"Fairmont State University, Fairmont, WV 26554, USA"
"5045"	NA	"Conservatoire et Jardin botaniques de la Ville de Geneve"	"Switzerland"	""	"CH-1292 Chambésy/Genève"	"Chemin de l'Impératrice 1.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	6.1431577	46.2043907	"Geneva, Switzerland"
"5046"	NA	"University of Georgia"	"USA"	"Georgia"	"Athens"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-117.1450115	32.7563073	"Georgia St, San Diego, CA, USA"
